Date,53_kW_mean,53_kW_max,71_kW_mean,71_kW_max,71A_kW_mean,71A_kW_max,83_kW_mean,83_kW_max,totalkW_mean,totalkW_max,totalkW_d-1,totalkW_w-1,totalkW_d/1,totalkW_w/1,71_71AkW_mean,71_71AkW_max,Month,Year,Day,WD,53_kW_time_max,71_kW_time_max,71A_kW_time_max,83_kW_time_max,71_71AkW_time_max,totalkW_time_max,CDD_15,HDD_25,NWD,temp_max,insolation,temp_mean,RH
18/12/2019,50.41,60.41,87.2,122.26,110.75,169,107.44,182.67,355.81,528.95,-26.79,-33.98,0.93,0.91,197.95,291.26,12,2019,18,2,18:00,15:00,11:00,15:00,15:00,15:00,5.4,4.6,0,22.6,0,20.6,90.25
19/12/2019,44.75,53.94,85.54,107.87,104.57,158.22,122.8,194.89,357.61,498.02,1.8,-46.21,1.01,0.89,190.22,266.09,12,2019,19,3,22:00,10:00,11:00,13:00,15:00,15:00,5,5,0,23.5,0.2,21.26,81.25
20/12/2019,46.21,55.74,90.47,118.66,105,151.02,124.6,210.72,366.41,526.07,8.81,-31.28,1.02,0.92,195.61,269.69,12,2019,20,4,19:00,12:00,12:00,12:00,12:00,12:00,7.6,2.7,0,28.2,2.3,23.64,76.25
21/12/2019,39.35,50.7,65.48,75.51,68,75.51,60.45,75.15,233.37,249.55,-133.05,-2.7,0.64,0.99,133.48,143.83,12,2019,21,5,00:00,12:00,07:00,08:00,12:00,07:00,9.8,1.3,0,29,8.3,23.9,73.25
22/12/2019,35.44,47.82,65.62,75.51,62.03,68.32,54.62,59.69,217.73,239.48,-15.64,-7.91,0.93,0.96,127.65,143.83,12,2019,22,6,02:00,04:00,04:00,18:00,04:00,04:00,8.6,1.6,0,28,1.4,23.92,68
23/12/2019,43.17,52.14,88.42,140.24,100.68,158.22,107.8,180.87,339.99,524.99,122.26,-64.9,1.56,0.84,189.14,298.45,12,2019,23,0,09:00,08:00,08:00,08:00,08:00,08:00,7.1,3,0,26.7,1.2,21.36,87.5
24/12/2019,32.72,43.87,76.09,100.68,93.2,140.24,98.89,162.53,300.79,429.7,-39.19,-81.81,0.88,0.79,169.29,240.92,12,2019,24,1,02:00,14:00,14:00,14:00,14:00,14:00,6.4,3.6,0,27.5,6.8,22.4,73.5
25/12/2019,30.41,42.43,60.81,100.68,93.78,147.43,89.61,154.98,274.72,413.88,-26.07,-81.09,0.91,0.77,154.62,248.11,12,2019,25,2,00:00,13:00,15:00,11:00,15:00,15:00,8.1,2.8,1,31.5,11.3,23.88,67
26/12/2019,43.22,52.86,69.36,133.05,83.93,129.45,85.15,134.48,281.55,417.84,6.83,-76.05,1.02,0.79,153.25,262.5,12,2019,26,3,21:00,08:00,08:00,13:00,08:00,17:00,7.9,2.6,0,30.2,11.1,23.6,70.75
27/12/2019,48,56.81,88.42,125.85,91.26,136.64,88.17,142.04,315.89,444.08,34.34,-50.52,1.12,0.86,179.61,255.3,12,2019,27,4,20:00,15:00,16:00,19:00,15:00,16:00,7.2,2.9,0,28.5,5.1,23.26,75
28/12/2019,38.37,49.26,67.1,82.7,67.89,89.9,54.26,68.32,227.62,273.28,-88.28,-5.75,0.72,0.98,135.02,172.6,12,2019,28,5,00:00,12:00,12:00,12:00,12:00,12:00,8.6,2.3,0,30.5,6.3,24.38,71.25
29/12/2019,35.8,46.75,61.56,68.32,62.5,68.32,51.78,60.41,211.61,226.54,-16,-6.11,0.93,0.97,124.06,136.64,12,2019,29,6,01:00,14:00,03:00,12:00,14:00,23:00,8.1,2.4,0,30.6,7.1,24.34,74
30/12/2019,42.61,55.02,83.14,107.87,96.01,143.83,88.03,138.8,309.78,428.98,98.17,-30.2,1.46,0.91,179.14,251.71,12,2019,30,0,13:00,12:00,15:00,15:00,15:00,15:00,8,2.8,0,31.4,10.9,23.12,78.5
31/12/2019,38.58,49.26,76.41,100.68,91.55,133.05,85.15,125.49,291.62,387.27,-18.16,-9.17,0.94,0.97,167.93,233.73,12,2019,31,1,04:00,15:00,14:00,12:00,15:00,14:00,9.4,1.8,0,31.7,8.3,25.16,70.75
01/01/2020,38.03,48.54,76.41,100.68,92.84,136.64,89.61,131.61,297.02,395.9,5.39,22.29,1.02,1.08,169.29,237.32,1,2020,1,2,22:00,12:00,13:00,15:00,13:00,17:00,11,1,1,33.3,10.1,24.82,69.25
02/01/2020,50.63,60.41,70.55,133.05,95.94,172.6,92.48,152.46,309.6,475.01,12.59,28.05,1.04,1.1,166.49,305.65,1,2020,2,3,20:00,08:00,08:00,14:00,08:00,15:00,7.8,2.5,0,28.6,1.4,22.88,81.75
03/01/2020,46.78,56.81,86.73,118.66,99.32,151.02,87.31,144.19,320.21,431.86,10.61,4.31,1.03,1.01,186.08,262.5,1,2020,3,4,00:00,16:00,12:00,10:00,12:00,10:00,5.4,4.6,0,24.6,0.5,20.86,83
04/01/2020,36.21,46.03,55.41,86.3,54.08,61.13,55.02,70.48,200.83,244.52,-119.38,-26.79,0.63,0.88,109.49,147.43,1,2020,4,5,01:00,11:00,14:00,10:00,14:00,11:00,5.7,4.3,0,25.8,1.3,21.34,80.75
05/01/2020,32.74,43.87,80.01,82.7,55.3,57.53,50.49,63.65,218.45,235.89,17.62,6.83,1.09,1.03,135.28,140.24,1,2020,5,6,18:00,15:00,01:00,16:00,15:00,19:00,5.6,4.4,0,27.6,1.2,21.62,85.5
06/01/2020,51.71,62.93,103.49,143.83,128.19,204.96,131.79,230.13,415.32,634.66,196.87,105.54,1.9,1.34,231.75,345.2,1,2020,6,0,12:00,16:00,10:00,15:00,10:00,15:00,9.2,2.1,0,29.5,10.7,24.78,63.5
07/01/2020,58.58,67.96,102.48,154.62,142.75,230.13,130.6,240.92,434.38,669.54,19.06,142.75,1.05,1.49,245.24,377.56,1,2020,7,1,12:00,10:00,15:00,16:00,15:00,16:00,10.9,1.3,0,32,11.1,24.5,70.25
08/01/2020,59.37,65.44,99.07,147.43,143.19,230.13,127.11,223.3,428.62,659.48,-5.75,131.61,0.99,1.44,242.36,377.56,1,2020,8,2,17:00,10:00,16:00,14:00,16:00,16:00,8.9,1.9,0,30.4,5.1,23.82,82.5
09/01/2020,57.03,69.4,100.04,143.83,140.52,233.73,128.91,224.02,426.47,658.04,-2.16,116.86,0.99,1.38,240.56,373.97,1,2020,9,3,17:00,16:00,15:00,16:00,15:00,15:00,9.2,1.5,0,29.4,4.1,24.36,78
10/01/2020,55.05,63.65,106.98,147.43,136.35,244.52,132.4,235.53,430.78,687.16,4.31,110.57,1.01,1.35,243.26,391.95,1,2020,10,4,11:00,16:00,16:00,16:00,16:00,16:00,11.1,0.6,0,31.4,7.1,26.78,71.5
11/01/2020,40.81,56.09,77.17,89.9,73.57,93.49,56.85,66.88,248.47,273.28,-182.31,47.64,0.58,1.24,150.74,179.79,1,2020,11,5,00:00,13:00,12:00,12:00,13:00,13:00,12.1,0.1,0,31.8,6.7,27.38,66.5
12/01/2020,37.06,46.03,72.35,75.51,62.5,82.7,50.63,56.81,222.58,252.79,-25.89,4.14,0.9,1.02,134.84,154.62,1,2020,12,6,05:00,00:00,06:00,19:00,01:00,01:00,9.1,1.3,0,26.8,0,23.56,89
13/01/2020,55.02,80.91,105.9,154.62,132.87,244.52,124.42,214.31,418.19,647.61,195.61,2.88,1.88,1.01,238.76,384.75,1,2020,13,0,17:00,15:00,14:00,10:00,14:00,14:00,6.4,3.6,0,25.6,0.1,22.08,86
14/01/2020,54.33,60.77,107.16,169,124.34,219.35,120.46,211.08,406.33,645.81,-11.87,-28.05,0.97,0.94,231.57,373.97,1,2020,14,1,16:00,14:00,13:00,16:00,16:00,16:00,6.3,3.7,0,27,2.1,22.28,84
15/01/2020,56.38,67.96,118.95,179.79,122.91,208.56,128.55,227.62,426.82,672.78,20.5,-1.8,1.05,1,241.82,384.75,1,2020,15,2,11:00,15:00,13:00,17:00,16:00,16:00,9.7,1.6,0,31.7,8.8,25.94,72
16/01/2020,60.12,70.12,133.48,186.98,131.07,230.13,134.84,243.08,459.55,709.82,32.72,33.08,1.08,1.08,264.65,406.33,1,2020,16,3,12:00,09:00,13:00,15:00,10:00,10:00,11.1,0.6,0,31.4,6.4,25.46,87
17/01/2020,54.66,65.8,114.17,176.2,110.82,179.79,112.48,186.98,392.3,580.37,-67.24,-38.48,0.85,0.91,225.1,345.2,1,2020,17,4,10:00,09:00,14:00,15:00,09:00,09:00,4.4,5.6,0,23.8,0,19.44,91
18/01/2020,39.76,50.34,79.86,93.49,57.1,64.72,52.5,66.52,229.23,251.71,-163.07,-19.24,0.58,0.92,136.93,151.02,1,2020,18,5,00:00,10:00,12:00,11:00,10:00,10:00,4.4,5.6,0,24.2,0.4,20.26,84
19/01/2020,32.69,44.95,78.53,86.3,56.49,57.53,45.85,55.38,213.59,237.32,-15.64,-8.99,0.93,0.96,135.02,143.83,1,2020,19,6,22:00,00:00,00:00,17:00,00:00,22:00,5.8,4.2,0,26,1,21.48,87
20/01/2020,51.78,65.8,114.42,176.2,126.14,219.35,115.61,197.77,408.13,650.49,194.53,-10.07,1.91,0.98,240.56,388.35,1,2020,20,0,09:00,09:00,16:00,15:00,15:00,15:00,5.8,4.2,0,25.5,0,21.6,80
21/01/2020,56.13,65.08,114.89,176.2,126.03,230.13,114.35,191.66,411.36,657.68,3.24,5.03,1.01,1.01,240.92,406.33,1,2020,21,1,15:00,14:00,14:00,13:00,14:00,14:00,5.5,4.5,0,28.2,8.7,21.46,76
22/01/2020,53.22,61.85,112.84,161.81,122.69,222.94,112.84,197.77,401.65,637.54,-9.71,-25.17,0.98,0.94,235.53,384.75,1,2020,22,2,15:00,13:00,13:00,13:00,13:00,13:00,5.2,4.8,0,26.4,0.6,21.44,84
23/01/2020,53.76,65.8,113.27,169,114.17,190.58,109.85,183.39,391.23,601.58,-10.43,-68.32,0.97,0.85,227.44,359.58,1,2020,23,3,17:00,11:00,11:00,11:00,11:00,11:00,4.3,5.7,0,21.2,0,19.4,90
24/01/2020,53.04,66.52,112.37,169,114.64,204.96,113.09,188.78,393.02,605.9,1.8,0.72,1,1,226.9,370.37,1,2020,24,4,11:00,15:00,14:00,13:00,15:00,15:00,4.2,5.8,0,24,0.5,19.74,87
25/01/2020,37.11,50.7,83.03,89.9,53.04,57.53,49.69,62.21,222.94,239.84,-170.08,-6.29,0.57,0.97,135.99,147.43,1,2020,25,5,06:00,12:00,08:00,15:00,14:00,01:00,5.4,4.7,0,27.8,9.2,21.72,13
26/01/2020,31.84,43.87,80.76,86.3,52.28,53.94,49.84,56.45,214.67,230.85,-8.27,1.08,0.96,1.01,133.05,140.24,1,2020,26,6,21:00,00:00,00:00,18:00,00:00,21:00,8.1,3,0,30.8,11.8,23.68,55
27/01/2020,49.8,67.96,117.58,169,124.24,215.75,120.1,224.02,411.72,659.83,197.05,3.6,1.92,1.01,241.82,384.75,1,2020,27,0,16:00,16:00,14:00,14:00,16:00,14:00,9.9,2,0,33.7,10.9,25.28,42
28/01/2020,55.95,72.64,127.22,169,128.37,222.94,125.06,219.35,436.53,669.18,24.81,25.17,1.06,1.06,255.66,391.95,1,2020,28,1,17:00,15:00,15:00,13:00,15:00,13:00,9.5,1.6,0,33.3,10.2,25.1,74
