Date,53_kW_mean,53_kW_max,71_kW_mean,71_kW_max,71A_kW_mean,71A_kW_max,83_kW_mean,83_kW_max,totalkW_mean,totalkW_max,totalkW_d-1,totalkW_w-1,totalkW_d/1,totalkW_w/1,71_71AkW_mean,71_71AkW_max,Month,Year,Day,WD,53_kW_time_max,71_kW_time_max,71A_kW_time_max,83_kW_time_max,71_71AkW_time_max,totalkW_time_max,CDD_15,HDD_25,NWD,temp_max,insolation,temp_mean,RH
02/09/2019,55.16,70.12,92.34,122.26,109.96,194.17,85.72,185.19,343.04,541.53,121,0.72,1.54,1,202.27,298.45,9,2019,2,0,16:00,15:00,09:00,09:00,09:00,09:00,0.9,9.1,0,19.6,0,16.84,89
03/09/2019,57.17,68.68,86.16,104.28,113.56,183.39,87.41,142.04,344.3,483.64,1.26,-14.92,1,0.96,199.75,284.07,9,2019,3,1,14:00,09:00,13:00,11:00,13:00,09:00,2.2,7.8,0,22.9,3.2,18.68,93.5
04/09/2019,57.96,72.28,82.13,107.87,107.59,158.22,89.14,149.59,336.75,471.05,-7.55,-18.88,0.98,0.95,189.68,266.09,9,2019,4,2,10:00,09:00,12:00,07:00,12:00,12:00,0.7,9.6,0,18.8,0,16,92
05/09/2019,54.62,65.08,83.6,107.87,104.46,161.81,86.3,140.96,329.02,449.84,-7.73,-28.95,0.98,0.92,188.06,255.3,9,2019,5,3,10:00,11:00,13:00,14:00,13:00,09:00,0,11.7,0,15.1,0,13.56,91.25
06/09/2019,56.74,67.96,81.05,97.09,105.43,161.81,87.09,146.71,330.28,453.07,1.26,-42.97,1,0.88,186.62,255.3,9,2019,6,4,16:00,09:00,14:00,13:00,14:00,14:00,0.6,10,0,18.1,0,15.34,87.25
07/09/2019,39.73,54.66,61.45,71.92,75.84,82.7,39.71,49.26,216.65,241.64,-113.63,-22.65,0.66,0.91,137.29,151.02,9,2019,7,5,00:00,02:00,07:00,07:00,02:00,05:00,6.1,4.5,1,28.9,9.6,20.9,77.5
08/09/2019,35.44,47.11,64.4,75.51,72.06,79.11,41.73,49.62,213.59,239.48,-3.06,-8.45,0.99,0.96,136.46,154.62,9,2019,8,6,04:00,12:00,01:00,16:00,12:00,20:00,9.6,2,0,31.7,10,23.84,63.25
09/09/2019,57.21,69.76,93.78,136.64,131.25,219.35,102.41,189.5,384.75,597.99,171.16,41.71,1.8,1.12,225.1,355.99,9,2019,9,0,14:00,12:00,13:00,15:00,13:00,14:00,10.5,1.6,0,32.8,10.3,25.3,46
10/09/2019,62.03,74.43,96.8,136.64,134.56,219.35,104.35,190.22,397.7,599.42,12.94,53.4,1.03,1.16,231.39,355.99,9,2019,10,1,15:00,12:00,12:00,16:00,12:00,14:00,10.8,1.4,0,33.4,10.1,26.04,46
11/09/2019,63.83,77.31,96.66,136.64,134.2,222.94,113.56,208.56,408.13,635.74,10.43,71.38,1.03,1.21,230.85,355.99,9,2019,11,2,14:00,12:00,13:00,15:00,13:00,13:00,12.6,0.9,0,34.8,9.8,27.68,40.25
12/09/2019,63.57,78.39,96.8,133.05,140.67,226.54,116.33,213.95,417.48,629.63,9.35,88.46,1.02,1.27,237.5,359.58,9,2019,12,3,15:00,12:00,12:00,13:00,12:00,14:00,12.7,0.8,0,35.9,9.8,27.26,43
13/09/2019,56.38,67.24,88.67,111.47,117.04,186.98,89.46,147.07,351.49,496.58,-65.98,21.22,0.84,1.06,205.68,294.86,9,2019,13,4,08:00,09:00,08:00,15:00,08:00,08:00,2.4,7.6,0,26,0,19.66,81
14/09/2019,46.67,58.25,62.17,75.51,64.72,82.7,38.5,47.82,212.15,250.99,-139.34,-4.49,0.6,0.98,126.93,158.22,9,2019,14,5,21:00,00:00,04:00,10:00,07:00,08:00,3.7,6.3,0,26.3,6.8,20.3,78.25
15/09/2019,46.39,56.09,57.68,61.13,57.96,61.13,38.04,49.62,200.11,219.71,-12.05,-13.48,0.94,0.94,115.71,122.26,9,2019,15,6,23:00,11:00,11:00,19:00,11:00,19:00,8.3,2.8,0,30.5,8.5,23.32,65.25
16/09/2019,65.3,82.7,97.81,147.43,141.86,294.86,107.7,203.16,412.8,648.69,212.69,28.05,2.06,1.07,239.66,442.29,9,2019,16,0,13:00,07:00,07:00,14:00,07:00,14:00,11.2,1.4,0,34.4,9.7,27.28,45.5
17/09/2019,67.67,83.42,98.71,125.85,143.83,233.73,109.03,203.16,419.27,635.74,6.47,21.57,1.02,1.05,242.54,355.99,9,2019,17,1,15:00,15:00,14:00,15:00,14:00,14:00,11.4,1.1,0,34.4,10,26.7,50.5
18/09/2019,66.56,82.7,96.66,125.85,139.16,226.54,108.41,208.92,410.64,629.27,-8.63,2.52,0.98,1.01,235.89,348.8,9,2019,18,2,12:00,09:00,14:00,15:00,14:00,14:00,10.1,2.4,0,34.5,9.9,24.26,53.25
19/09/2019,64.01,83.78,101.11,147.43,123.16,201.37,99.07,201.73,387.27,619.92,-23.37,-30.2,0.94,0.93,224.38,348.8,9,2019,19,3,16:00,14:00,14:00,14:00,14:00,14:00,6.1,4.7,0,32.2,5.2,22.32,70.25
20/09/2019,62.28,83.06,100.97,136.64,125.21,194.17,98.24,172.24,386.91,565.98,-0.36,35.42,1,1.1,226.18,330.82,9,2019,20,4,15:00,11:00,11:00,13:00,11:00,13:00,6.9,3.4,0,28,1.4,22.14,79.5
21/09/2019,45.76,53.94,72.35,79.11,75.37,86.3,40.47,53.22,233.91,250.27,-153,21.75,0.6,1.1,147.72,165.41,9,2019,21,5,01:00,01:00,13:00,08:00,13:00,04:00,1.4,8.6,0,20.7,0,17.36,86.75
22/09/2019,44.73,52.86,64.15,71.92,69.97,82.7,34.74,37.76,213.59,239.12,-20.32,13.48,0.91,1.07,134.12,154.62,9,2019,22,6,04:00,00:00,07:00,18:00,07:00,06:00,0.9,9.4,0,18.2,0,15.84,86
23/09/2019,54.84,64.01,89.14,122.26,99.78,143.83,89.1,152.82,332.79,467.46,119.2,-80.01,1.56,0.81,188.96,266.09,9,2019,23,0,11:00,11:00,09:00,14:00,11:00,11:00,0,11.4,0,16.8,0.2,14.52,70.25
24/09/2019,54.58,64.72,86.44,107.87,104.71,176.2,92.77,156.42,338.55,488.31,5.75,-80.73,1.02,0.81,191.12,284.07,9,2019,24,1,17:00,11:00,14:00,11:00,14:00,13:00,1.5,9.1,0,23,3.2,16.54,78.25
25/09/2019,58.18,72.64,90.04,111.47,113.09,179.79,91.48,152.46,352.75,496.58,14.2,-57.89,1.04,0.86,203.16,287.67,9,2019,25,2,15:00,09:00,12:00,11:00,12:00,14:00,1,9,0,19.6,0,16.66,86.75
26/09/2019,56.02,67.6,88.24,107.87,110.75,172.6,89.46,146.71,344.48,479.68,-8.27,-42.79,0.98,0.89,199.03,280.47,9,2019,26,3,09:00,08:00,14:00,16:00,14:00,14:00,1.3,8.7,0,19.6,0,16.82,88.5
27/09/2019,54.44,65.08,88.1,111.47,109.85,176.2,94.5,159.65,346.82,502.34,2.34,-40.09,1.01,0.9,197.95,284.07,9,2019,27,4,17:00,15:00,09:00,14:00,09:00,14:00,1.6,8.6,0,23.4,6.4,17.08,78.5
28/09/2019,39.46,49.26,69.54,79.11,70.44,82.7,41.5,57.17,220.96,262.5,-125.85,-12.94,0.64,0.94,139.95,161.81,9,2019,28,5,01:00,12:00,08:00,08:00,12:00,08:00,0.3,10.2,0,19.6,0,15.82,85.25
29/09/2019,33.26,43.87,67.28,75.51,69.54,82.7,35.28,45.31,205.32,234.81,-15.64,-8.27,0.93,0.96,136.82,158.22,9,2019,29,6,04:00,03:00,14:00,17:00,23:00,23:00,2.7,7.6,0,26.4,8.2,17.66,73
30/09/2019,53.87,69.4,89.14,122.26,116.43,204.96,91.01,166.49,350.41,559.51,145.09,17.62,1.71,1.05,205.5,323.62,9,2019,30,0,14:00,14:00,12:00,14:00,14:00,14:00,3.6,6.5,0,28.8,10,20.28,64.25
01/10/2019,58.83,74.43,94.39,136.64,127.65,215.75,96.44,186.98,377.2,601.58,26.79,38.66,1.08,1.11,222.04,352.39,10,2019,1,1,14:00,14:00,14:00,15:00,14:00,14:00,6.9,4,0,32.8,10.8,22.48,54.25
02/10/2019,62.17,82.34,94.64,136.64,130.6,222.94,97.38,181.95,384.75,623.88,7.55,32,1.02,1.09,225.28,359.58,10,2019,2,2,14:00,14:00,14:00,14:00,14:00,14:00,10,2,0,35.1,11,25.98,40
03/10/2019,62.42,73,95.11,122.26,127.65,204.96,91.3,158.94,376.48,557.35,-8.27,32,0.98,1.09,222.76,327.22,10,2019,3,3,15:00,10:00,14:00,14:00,14:00,14:00,5.5,4.6,0,28.4,9,20.06,62
04/10/2019,59.19,79.47,88.49,136.64,121.36,219.35,95,175.84,364.08,604.46,-12.41,17.26,0.97,1.05,209.82,355.99,10,2019,4,4,15:00,14:00,14:00,15:00,14:00,14:00,5.7,5,0,31.6,9.6,22.04,62.5
05/10/2019,41.28,56.09,67.42,79.11,73.39,86.3,47.18,63.65,229.41,263.57,-134.66,8.45,0.63,1.04,140.88,165.41,10,2019,5,5,02:00,13:00,10:00,11:00,13:00,13:00,8.3,3.5,0,33.9,10.8,25.6,47.25
06/10/2019,36.03,47.46,64.87,71.92,70.44,82.7,40.17,45.67,211.43,240.92,-17.98,6.11,0.92,1.03,135.28,154.62,10,2019,6,6,20:00,00:00,00:00,14:00,00:00,02:00,3.9,6.1,0,26.8,1.1,20.26,79.5
07/10/2019,56.42,74.07,89.32,122.26,119.74,190.58,95.29,161.81,360.66,526.07,149.23,10.25,1.71,1.03,208.92,312.84,10,2019,7,0,16:00,10:00,09:00,14:00,10:00,11:00,2.5,7.5,0,20.7,0,17.9,87.75
08/10/2019,57.1,71.2,86.88,107.87,113.92,179.79,90.83,153.18,348.62,499.1,-12.05,-28.59,0.97,0.92,200.83,287.67,10,2019,8,1,08:00,09:00,12:00,11:00,12:00,12:00,2.4,7.6,0,19.6,0,17.8,90.75
09/10/2019,55.41,68.32,83.46,104.28,108.16,169,89.1,160.01,336.21,480.76,-12.41,-48.54,0.96,0.87,191.66,273.28,10,2019,9,2,16:00,09:00,09:00,08:00,09:00,13:00,2.4,7.6,0,21.1,0,18.34,86.75
10/10/2019,56.74,67.6,87.52,122.26,119.31,208.56,98.17,177.63,361.56,574.25,25.35,-14.92,1.08,0.96,206.76,330.82,10,2019,10,3,18:00,14:00,14:00,15:00,14:00,14:00,4.6,5.5,0,29.3,8.7,21.24,73.75
11/10/2019,57.93,73.71,92.84,133.05,133.05,222.94,104.46,192.38,388.35,615.25,26.79,24.27,1.07,1.07,226,355.99,10,2019,11,4,14:00,14:00,12:00,15:00,14:00,14:00,7.2,3.5,0,32.6,8.9,23.74,60.75
12/10/2019,40.81,52.5,65.16,75.51,81.63,93.49,45.58,55.38,233.19,253.87,-155.16,3.78,0.6,1.02,146.78,169,10,2019,12,5,00:00,14:00,07:00,08:00,14:00,07:00,10.5,1.5,1,32.9,8.5,25.54,59
13/10/2019,38.68,48.9,63.5,68.32,82.7,89.9,42.99,47.46,227.98,253.15,-5.21,16.54,0.98,1.08,146.28,158.22,10,2019,13,6,21:00,00:00,04:00,14:00,04:00,20:00,12.6,0.7,0,35.1,10.7,27.7,45
14/10/2019,57.46,74.43,78.07,143.83,142.22,244.52,107.87,190.22,385.47,628.19,157.5,24.81,1.69,1.07,220.24,384.75,10,2019,14,0,15:00,12:00,13:00,14:00,12:00,13:00,8.6,2.5,0,33.4,9.7,23.74,73
15/10/2019,60.01,71.2,83.93,140.24,127.65,215.75,97.02,160.37,368.57,552.68,-16.9,19.96,0.96,1.06,211.61,355.99,10,2019,15,1,14:00,07:00,07:00,17:00,07:00,07:00,4.9,5.1,0,24.6,0,20.92,79
16/10/2019,59.12,71.2,100.97,136.64,125.42,212.15,98.35,172.6,383.67,572.82,15.1,47.46,1.04,1.14,226.36,345.2,10,2019,16,2,17:00,14:00,12:00,14:00,12:00,14:00,5.1,4.9,0,28,6.4,21.34,86
17/10/2019,59.48,74.43,105.79,158.22,129.63,215.75,103.56,189.14,398.42,619.56,14.74,36.86,1.04,1.1,235.35,359.58,10,2019,17,3,17:00,15:00,14:00,15:00,14:00,14:00,6.9,3.6,0,31.6,8.5,23.14,81
18/10/2019,57.25,71.92,81.48,133.05,129.45,222.94,105.54,201.01,373.61,624.96,-24.81,-14.74,0.94,0.96,210.9,355.99,10,2019,18,4,15:00,14:00,14:00,14:00,14:00,14:00,8.5,2.5,0,32.4,5.3,24.44,75
19/10/2019,43.83,51.78,14.15,14.38,67.39,71.92,41.42,57.17,166.77,179.07,-206.83,-66.41,0.45,0.72,81.48,86.3,10,2019,19,5,01:00,00:00,00:00,18:00,00:00,19:00,6.2,3.9,0,30.2,5.4,22.06,82
20/10/2019,30.64,40.63,10.94,14.38,63.68,68.32,41.32,50.7,146.53,161.81,-20.24,-81.45,0.88,0.64,74.61,82.7,10,2019,20,6,20:00,00:00,00:00,17:00,00:00,00:00,1.1,8.9,0,20.1,0.6,16.8,80
21/10/2019,51.13,68.32,69.08,107.87,115.35,208.56,91.77,153.54,327.4,497.66,180.87,-58.07,2.23,0.85,184.47,316.43,10,2019,21,0,16:00,07:00,07:00,12:00,07:00,12:00,1.8,8.2,0,21.5,0.2,17.84,83
22/10/2019,52.1,63.29,84.36,118.66,120.75,190.58,96.55,166.13,353.83,533.98,26.43,-14.74,1.08,0.96,205.14,309.24,10,2019,22,1,19:00,14:00,13:00,14:00,14:00,14:00,3.9,6.1,0,25.3,4.6,19.96,78
23/10/2019,53.36,63.65,85.54,118.66,126.29,219.35,94.57,157.5,359.76,544.77,5.93,-23.91,1.02,0.94,211.79,338.01,10,2019,23,2,19:00,13:00,13:00,11:00,13:00,13:00,4.3,5.7,0,26.3,6.7,20.64,76
24/10/2019,55.66,63.65,85.54,118.66,129.16,222.94,98.17,171.52,368.57,548,8.81,-29.85,1.02,0.93,214.67,327.22,10,2019,24,3,19:00,10:00,12:00,14:00,12:00,14:00,5.5,4.6,0,28.8,8.6,23.06,66
25/10/2019,58.25,69.4,85.26,118.66,131.9,230.13,100.14,183.03,375.4,593.31,6.83,1.8,1.02,1,217.19,348.8,10,2019,25,4,19:00,13:00,13:00,14:00,13:00,14:00,6.1,4.1,0,30.1,10.3,22.22,76
26/10/2019,41.33,54.66,64.04,75.51,75.69,89.9,44.07,59.69,225.1,255.66,-150.31,58.32,0.6,1.35,139.81,165.41,10,2019,26,5,00:00,11:00,11:00,13:00,11:00,13:00,6.1,4,0,29,5.9,22.54,85
27/10/2019,36.86,49.98,62.39,68.32,75.08,82.7,46.46,55.02,220.78,250.99,-4.31,74.25,0.98,1.51,137.43,151.02,10,2019,27,6,19:00,02:00,03:00,14:00,03:00,19:00,11,1.6,0,35.6,11,27.1,54
28/10/2019,57.32,68.68,78.6,125.85,132.87,269.69,106.08,212.15,375.04,675.66,154.26,47.64,1.7,1.15,211.43,395.54,10,2019,28,0,10:00,14:00,14:00,14:00,14:00,14:00,9.8,1.6,0,31.9,8.4,24.42,69
29/10/2019,63.43,78.03,93.78,122.26,138.62,240.92,113.45,216.83,409.21,653.72,34.16,55.38,1.09,1.16,232.29,363.18,10,2019,29,1,15:00,09:00,09:00,13:00,09:00,13:00,10.5,1,0,31,4.2,24.86,66
30/10/2019,62.03,79.11,102.48,143.83,142.22,240.92,121.54,236.61,428.26,668.1,19.06,68.5,1.05,1.19,244.7,384.75,10,2019,30,2,13:00,13:00,12:00,15:00,13:00,13:00,10.7,1.3,0,34.1,10.7,26.8,58
31/10/2019,60.23,77.31,105.65,129.45,138.44,240.92,113.34,210.36,417.84,608.77,-10.43,49.26,0.98,1.13,244.16,366.77,10,2019,31,3,11:00,16:00,09:00,16:00,09:00,09:00,7.9,2.3,0,28.4,7.3,25.72,73
01/11/2019,57.86,70.84,104.46,129.45,130.35,230.13,105.72,188.42,398.42,613.45,-19.42,23.01,0.95,1.06,234.81,359.58,11,2019,1,4,11:00,11:00,14:00,15:00,14:00,14:00,6.7,3.3,0,27.7,6.1,23.04,71.75
02/11/2019,40.83,57.53,76.09,97.09,68,82.7,49.23,57.53,234.27,272.2,-164.15,9.17,0.59,1.04,144.12,172.6,11,2019,2,5,00:00,00:00,13:00,08:00,00:00,00:00,8,2.8,1,32,11.3,24.12,67.75
03/11/2019,38.4,51.42,79.25,93.49,68.75,82.7,48.94,57.17,235.35,269.69,1.08,14.56,1,1.07,148.08,176.2,11,2019,3,6,20:00,12:00,10:00,15:00,13:00,22:00,10.9,1.7,0,34.3,10.3,27.84,45
04/11/2019,60.09,75.51,105.79,129.45,152.18,276.88,128.19,241.64,446.24,690.76,210.9,71.2,1.9,1.19,258,402.73,11,2019,4,0,11:00,10:00,14:00,16:00,14:00,15:00,11.1,1.4,0,36.1,8.7,28.02,59
05/11/2019,59.55,67.96,98.71,129.45,144.91,251.71,115.5,209.28,418.55,631.79,-27.69,9.35,0.94,1.02,243.62,363.18,11,2019,5,1,12:00,11:00,13:00,15:00,13:00,15:00,9.1,1.6,0,29.1,2,22.62,80.25
06/11/2019,55.7,70.84,95.94,111.47,117.04,194.17,102.84,172.24,371.45,545.49,-47.11,-56.81,0.89,0.87,212.87,305.65,11,2019,6,2,10:00,09:00,10:00,12:00,10:00,10:00,3.4,6.6,0,21.4,0,19.28,84.75
07/11/2019,57.1,68.32,87.2,100.68,117.15,215.75,103.38,167.93,364.8,530.74,-6.65,-53.04,0.98,0.87,204.42,312.84,11,2019,7,3,09:00,09:00,14:00,11:00,14:00,14:00,4.3,5.7,0,24.5,0,19.98,84.75
08/11/2019,59.87,71.56,83.28,100.68,119.31,194.17,103.27,171.52,365.7,521.4,0.9,-32.72,1,0.92,202.62,291.26,11,2019,8,4,10:00,11:00,13:00,16:00,13:00,13:00,4.8,5.2,0,23.5,0,20.5,89.75
09/11/2019,40.92,47.82,66.67,68.32,67.1,79.11,51.46,71.92,226.18,250.27,-139.52,-8.09,0.62,0.97,133.76,147.43,11,2019,9,5,09:00,00:00,13:00,12:00,13:00,12:00,6.4,3.7,0,27.4,3.6,22.04,83
10/11/2019,36.82,47.11,63.36,64.72,64.15,68.32,46.1,52.5,210.36,223.3,-15.82,-24.99,0.93,0.89,127.47,133.05,11,2019,10,6,02:00,00:00,07:00,17:00,07:00,02:00,6.8,3.2,0,25,0,22.58,81.5
11/11/2019,52.43,64.01,86.73,115.07,117.58,208.56,104.57,172.96,361.38,523.19,151.02,-84.86,1.72,0.81,204.42,309.24,11,2019,11,0,18:00,16:00,10:00,11:00,10:00,10:00,4.3,5.7,0,23.2,0,20.42,83.25
12/11/2019,52.79,65.44,96.91,125.85,115.97,208.56,107.34,185.19,372.89,566.7,11.51,-45.67,1.03,0.89,212.87,323.62,11,2019,12,1,16:00,15:00,13:00,16:00,15:00,15:00,4,6,0,25.2,2.4,20.24,81.25
13/11/2019,57.21,76.95,99.07,133.05,118.66,215.75,110.57,195.97,385.47,587.2,12.59,14.02,1.03,1.04,217.73,341.6,11,2019,13,2,16:00,16:00,15:00,14:00,15:00,15:00,5.5,4.6,0,28.2,5.1,21.42,78
14/11/2019,58.9,72.28,91.55,122.26,120.75,201.37,113.09,204.24,384.39,569.94,-1.08,19.6,1,1.05,212.33,316.43,11,2019,14,3,16:00,15:00,14:00,16:00,15:00,15:00,7.1,3,0,27.5,1.4,21.86,84
15/11/2019,45.09,53.58,77.63,86.3,66.2,79.11,46.6,53.22,235.53,249.19,-148.87,-130.17,0.61,0.64,143.83,161.81,11,2019,15,4,20:00,15:00,08:00,09:00,11:00,09:00,3.4,6.6,1,21.6,0,19.28,84.75
16/11/2019,36.93,49.26,72.06,75.51,51.71,61.13,47.97,61.13,208.56,224.38,-26.97,-17.62,0.89,0.92,123.77,133.05,11,2019,16,5,00:00,12:00,00:00,09:00,00:00,00:00,2.9,7.1,1,23,7.1,18.48,66.25
17/11/2019,31.97,44.59,71.59,71.92,48.11,50.34,44.79,53.58,196.51,210,-12.05,-13.84,0.94,0.93,119.74,122.26,11,2019,17,6,03:00,00:00,00:00,09:00,00:00,23:00,2.9,7.1,0,27.3,10.8,19.58,68.75
18/11/2019,35.42,44.95,78.78,86.3,59.91,86.3,82.99,136.64,257.1,327.58,60.59,-104.28,1.31,0.71,138.73,172.6,11,2019,18,0,20:00,11:00,13:00,16:00,13:00,15:00,3.3,6.7,0,25,0.9,19.42,81
19/11/2019,53.04,73.71,92.59,125.85,116.58,208.56,109.85,189.5,372.17,579.29,115.07,-0.72,1.45,1,209.1,330.82,11,2019,19,1,16:00,16:00,15:00,08:00,15:00,15:00,5,5,0,27.4,3.8,21.32,77.25
20/11/2019,58.07,67.6,95,122.26,120.28,222.94,107.7,196.33,381.16,596.19,8.99,-4.31,1.02,0.99,215.39,345.2,11,2019,20,2,16:00,11:00,14:00,15:00,14:00,15:00,5.7,4.3,0,29,7.5,22.1,77
21/11/2019,63.43,82.7,97.73,133.05,127.22,219.35,111.83,201.73,400.22,608.41,19.06,15.82,1.05,1.04,224.92,348.8,11,2019,21,3,16:00,15:00,13:00,16:00,15:00,15:00,7,3.5,0,29.9,7.3,23.32,74.25
22/11/2019,64.58,81.27,87.77,147.43,131.25,233.73,107.44,198.13,391.23,648.33,-8.99,155.7,0.98,1.66,218.99,381.16,11,2019,22,4,17:00,16:00,14:00,12:00,16:00,16:00,8.9,2.1,0,32,9,25.52,62.75
23/11/2019,46.78,62.21,70.44,104.28,59.48,86.3,52.18,65.8,228.87,282.63,-162.35,20.32,0.59,1.1,129.88,183.39,11,2019,23,5,00:00,11:00,08:00,10:00,08:00,12:00,7,3.4,0,30.7,8.2,23.02,73.75
24/11/2019,38.48,49.26,93.78,97.09,48.69,50.34,45.74,51.42,226.72,238.76,-2.16,30.2,0.99,1.15,142.47,147.43,11,2019,24,6,02:00,12:00,00:00,18:00,12:00,05:00,1,9.2,0,21.5,0.8,16.8,74.25
25/11/2019,51.74,70.84,105.65,154.62,101.83,208.56,96.37,171.88,355.63,592.95,128.91,98.53,1.57,1.38,207.48,363.18,11,2019,25,0,16:00,15:00,15:00,15:00,15:00,15:00,2.1,8.1,0,24.8,6.8,18.26,72.25
26/11/2019,56.09,69.4,99.07,143.83,118.37,204.96,107.52,193.46,381.16,574.61,25.53,8.99,1.07,1.02,217.37,338.01,11,2019,26,1,20:00,11:00,14:00,16:00,15:00,15:00,5,5.3,0,30.8,8.5,21.94,68.5
27/11/2019,56.6,68.32,101.58,158.22,118.48,208.56,114.89,198.49,391.59,600.14,10.43,10.43,1.03,1.03,220.06,366.77,11,2019,27,2,18:00,13:00,13:00,17:00,13:00,13:00,7.7,2.9,0,29.3,0,22.96,78
28/11/2019,56.81,67.96,94.64,129.45,113.45,194.17,108.59,179.79,373.61,549.8,-17.98,-26.61,0.95,0.93,208.2,309.24,11,2019,28,3,10:00,09:00,10:00,12:00,09:00,10:00,3.7,6.3,0,24,0,18.14,90.5
29/11/2019,53.22,71.2,92.34,129.45,112.55,194.17,107.23,187.34,365.34,540.45,-8.27,-25.89,0.98,0.93,204.78,323.62,11,2019,29,4,16:00,13:00,13:00,16:00,13:00,13:00,2.8,7.3,0,25.4,7,19.02,78
30/11/2019,38.3,51.42,68.64,82.7,69.97,82.7,57.57,74.79,234.45,264.29,-130.89,5.57,0.64,1.02,138.62,165.41,11,2019,30,5,00:00,15:00,13:00,13:00,15:00,13:00,7,3.8,0,32,7.2,23.6,72.25
01/12/2019,34.61,48.18,67.1,79.11,70.12,79.11,54.94,61.49,226.72,247.39,-7.73,0,0.97,1,137.29,158.22,12,2019,1,6,22:00,15:00,14:00,15:00,15:00,22:00,8.5,2.1,0,29.8,4.8,23.98,71.25
02/12/2019,51.35,61.49,92.59,125.85,117.94,197.77,110.68,186.98,372.53,548.72,145.81,16.9,1.64,1.05,210.54,316.43,12,2019,2,0,19:00,08:00,13:00,08:00,08:00,08:00,2.6,7.4,0,22.4,0.7,18.22,83
03/12/2019,50.02,67.24,89.9,125.85,110.1,179.79,106.44,172.6,356.53,530.03,-16,-24.63,0.96,0.94,199.93,305.65,12,2019,3,1,16:00,11:00,11:00,15:00,11:00,11:00,2.1,8,0,21.6,0,18.3,79.5
04/12/2019,54.26,66.88,94.39,125.85,120.89,197.77,114.42,198.49,384.03,582.52,27.51,-7.55,1.08,0.98,215.39,320.03,12,2019,4,2,20:00,10:00,14:00,15:00,13:00,15:00,6.3,3.8,0,29.3,5.1,23.74,75.75
05/12/2019,61.27,92.05,88.17,154.62,128.8,226.54,120.53,216.83,398.78,648.33,14.74,25.17,1.04,1.07,217.01,373.97,12,2019,5,3,16:00,10:00,13:00,13:00,10:00,13:00,8.6,2,0,29.5,3.2,24.06,78
06/12/2019,58.22,76.23,90.04,125.85,113.56,186.98,104.57,184.83,366.24,534.7,-32.54,0.9,0.92,1,203.52,305.65,12,2019,6,4,15:00,09:00,13:00,11:00,09:00,13:00,4.2,5.8,0,23,0,19.26,83.5
07/12/2019,37.4,52.86,64.58,82.7,67.75,79.11,55.66,78.39,225.28,252.79,-140.96,-9.17,0.62,0.96,132.33,158.22,12,2019,7,5,00:00,13:00,15:00,10:00,13:00,13:00,5.4,4.7,0,28.2,11.4,20.78,63.25
08/12/2019,33.15,46.75,61.45,64.72,68.64,75.51,50.67,57.53,213.77,231.21,-11.51,-12.94,0.95,0.94,130.1,136.64,12,2019,8,6,05:00,10:00,08:00,13:00,08:00,23:00,5.5,4.7,0,29,12.4,21.12,56.5
09/12/2019,53.65,73.71,89.9,125.85,124.49,212.15,113.63,195.25,381.88,578.21,168.1,9.35,1.79,1.03,214.31,338.01,12,2019,9,0,17:00,10:00,10:00,12:00,10:00,10:00,5.8,4.3,0,28.3,2.5,22.3,73.5
10/12/2019,59.33,84.86,94.39,151.02,123.88,222.94,117.15,199.93,394.82,615.61,12.94,38.3,1.03,1.11,218.27,373.97,12,2019,10,1,16:00,13:00,13:00,16:00,13:00,13:00,6.2,3.8,0,26.2,0.2,21.2,91.75
11/12/2019,56.02,67.6,93.92,125.85,122.98,201.37,116.79,194.89,389.79,583.96,-5.03,5.75,0.99,1.01,217.01,327.22,12,2019,11,2,16:00,09:00,15:00,15:00,15:00,15:00,6.3,3.8,0,26.4,0.4,21.22,85
12/12/2019,57.86,69.04,94.64,125.85,133.05,230.13,118.23,202.09,403.81,612.37,14.02,5.03,1.04,1.01,227.8,352.39,12,2019,12,3,16:00,12:00,15:00,12:00,15:00,15:00,7.8,2.7,0,27.8,5.5,23.56,73
13/12/2019,58.11,77.67,91.84,125.85,130.6,212.15,117.04,209.28,397.7,605.54,-6.11,31.46,0.98,1.09,222.58,334.41,12,2019,13,4,13:00,10:00,08:00,12:00,08:00,12:00,7.6,2.6,0,29.8,5,23.48,84.5
14/12/2019,40.79,52.5,65.16,68.32,74.04,79.11,56.09,73.71,236.07,244.16,-161.63,10.79,0.59,1.05,139.16,143.83,12,2019,14,5,05:00,13:00,08:00,09:00,08:00,01:00,7,3.1,0,29.4,5,22.94,79.75
15/12/2019,38.33,50.34,63.36,75.51,72.06,79.11,51.85,60.05,225.64,252.43,-10.43,11.87,0.96,1.06,135.49,151.02,12,2019,15,6,21:00,14:00,00:00,13:00,14:00,23:00,9.8,1.5,0,31.8,4.7,25.24,68.75
16/12/2019,51.24,60.77,97.52,147.43,123.34,194.17,132.97,231.21,404.89,624.96,179.25,23.01,1.79,1.06,220.78,338.01,12,2019,16,0,21:00,17:00,15:00,15:00,15:00,15:00,11.1,0.7,0,32.4,8.6,26.38,57.5
17/12/2019,52.36,60.41,93.31,143.83,117.94,186.98,119.09,201.01,382.6,569.94,-22.29,-12.23,0.94,0.97,211.25,330.82,12,2019,17,1,12:00,14:00,14:00,08:00,14:00,14:00,8.5,2.2,0,31.2,6.9,24.36,68.25
