53_kW_mean,53_kW_max,71_kW_mean,71_kW_max,71A_kW_mean,71A_kW_max,83_kW_mean,83_kW_max,totalkW_max,totalkW_d-1,totalkW_w-1,totalkW_d/1,totalkW_w/1,71_71AkW_mean,71_71AkW_max,Month,Year,Day,WD,CDD_15,HDD_25,NWD,temp_max,insolation,temp_mean,RH
0.6967624371177481,1.1285228149554338,1.1535905452983222,1.0639263138160306,-0.32642518831343154,0.08319994606182939,0.7241230074366074,0.9250417787905403,1.0113726162407324,0.40935475960488876,0.7412647615227097,0.1554780317607513,0.5686234194705188,0.7233874954409323,0.8570701660189023,0.8223638235566227,-1.2960084127359193,1.7145987557084639,-0.5019577130308988,0.3538596324368208,-0.1846010257922475,-0.1856953381770519,1.063280676978067,0.7418533772919572,0.21736885566974448,-0.08520476034595086
-1.621268520959636,-1.654535338037499,0.2020483884564584,0.06668126487000949,-1.2729330884734464,-1.2856727095132143,-1.6385506253511872,-1.4940006513352047,-1.5023409112720276,-0.18925010450030183,0.18357988209616258,-0.38948350755482186,0.23516069333020212,-1.627598804061065,-1.4071775875868908,-0.354192466479678,-1.2960084127359193,0.1279692268788195,1.4851738519574016,-1.5851686609382083,1.7571482593855237,-0.1856953381770519,-1.3944174360062662,-1.3873422952655778,-1.4648385873167091,0.8114956052199962
0.7125528387395285,0.4247507564460309,-1.2083770117093884,-1.1800050539236262,1.1000092590373414,1.0718125730970618,0.8210801328117509,1.0489227416030573,0.7126156365835686,0.01611778432182001,0.37682143170691396,-0.11700273789703544,0.23516069333020212,0.3383743860035529,0.4216332484315218,-0.354192466479678,0.560958865213853,0.2412999075095084,-0.9987406042779738,-0.5531052144644026,0.3655612716747877,-0.1856953381770519,-0.5244358030914578,0.08106851339479117,-0.5404856920238114,-0.28204142595798803
0.7462390288659937,1.224613058089461,1.0993165373315767,1.1263299671483042,-0.2857223459378511,0.1592308027136993,1.160955110209817,1.0430158347669636,0.9284065499253438,0.17567283640669928,0.25638983459715853,-0.026175814677773194,0.12400645128342991,0.7233874954409323,0.9005412042318809,1.116502896065698,0.560958865213853,-0.325353495643936,-0.5019577130308988,-0.02143616628092685,-0.15223853770595144,-0.1856953381770519,0.3672953706462204,-0.06577256747124588,0.15995563235962684,0.41782227399592187
0.7272905469198571,1.0964927339107582,-1.2083770117093884,-1.1800050539236262,1.477845070433611,1.3760417449850029,0.795878280728681,0.9782039403153822,0.926032322272439,-0.1958121553857424,0.2988951041653075,-0.2683809432624725,0.12400645128342991,0.8834085690508432,0.7700070003500128,1.410641968574773,-1.2960084127359193,-0.325353495643936,-0.005174821783823625,1.354648429017481,-1.2525631326400215,-0.1856953381770519,1.1937779219152886,0.44817121555988343,1.0900498499835356,-0.7413269790527414
0.4356944636376427,0.5528710806247347,1.1661690707498424,1.37559789351444,-0.26470366503898574,0.12116250174753361,0.5155076763045292,0.6950005736737868,1.0113726162407324,0.34166841991617763,-0.04783769666375963,0.1252023906876639,-0.09830203281011453,0.8227690043144563,1.1182596630255708,0.8223638235566227,-1.2960084127359193,0.1279692268788195,-0.5019577130308988,0.6040568315819858,-0.7024008351729865,-0.1856953381770519,0.6500394013435333,0.08106851339479117,0.7800184441088988,0.2428563490074444
-1.2728269918390118,-1.3030941710195298,0.5714843396807413,0.565217117602281,-0.7164384894368214,-0.6773201110177933,0.427301194013785,-0.013007842930200433,-0.3332316445209141,0.08817882460082488,0.4191299176196548,-0.05645145575086061,0.34631493537697433,-0.4422396933807336,-0.3621774210743504,-1.8248878290250539,2.4179261431636254,-1.6853216632122026,-0.5019577130308988,1.6986695778420828,-1.317288108812614,5.385164807134505,1.4765219526126008,1.7697409433542155,1.13598042863163,-0.3476536478286671
1.2304780119339305,1.1285228149554338,-1.2083770117093884,-1.1800050539236262,1.4448157147353942,1.3760417449850029,0.5694116377044288,0.5415850766808024,0.7790280600967612,-0.047193854776597426,-0.3874862858981352,-0.14727837897012286,-0.37618763792704507,0.8357631967579677,0.7700070003500128,-0.9424706114978284,0.560958865213853,-1.5719909825815137,-0.9987406042779738,0.1349370831848013,-0.281688490051136,-0.1856953381770519,0.5630412380520528,0.08106851339479117,0.20588621100772014,-0.19455846346374928
0.6588654732254748,0.4247507564460309,1.5623926224727338,1.9365373995789843,-0.21482600163612284,0.08319994606182939,1.790301360839811,1.5623313941068526,1.4928132236352791,0.2717947299323196,-0.054921908258451134,0.03437546746840164,-0.09830203281011453,1.3030728583375866,1.4230412874881508,-1.8248878290250539,2.4179261431636254,-0.09869213438255826,-0.5019577130308988,1.2920991292311894,-1.1231131802948369,-0.1856953381770519,1.1285292994466778,1.2925074305395958,1.4574944791682902,-0.10707550096951055
0.5872823192067365,0.4567808374907065,0.9861098082678936,1.1263299671483042,-0.44769964080132907,-0.33512838344414764,0.6765195090574755,0.4236110207043789,0.4540886254895104,-0.021067170695676603,0.22824977187380063,-0.14727837897012286,0.12400645128342991,0.37278493265951884,0.3780411209756102,0.23408567853847237,0.560958865213853,1.374606713816397,-0.5019577130308988,-1.0222249628615871,0.8509985929692304,-0.1856953381770519,-0.7201816704972901,-0.6898471611519026,-0.8792237095535067,0.2428563490074444
